index,Folder,Id,Field,Well,CoringTop,CoringDown,CoringTopBind,CoringDownBind,CoreRecovery,PhotoTop,PhotoDown,PhotoType,LayerTop,LayerDown,Rock,Carbonate,Ruin,Saturation,class,weight
479,Unload1,1001215,Field3,Well12,3211.0,3222.0,3212.2,3223.2,10.95,2.98,3.99,УФ,0.0,6.42,алевролит,среднекарбонатный,не разрушен,не опред.,0,1.3698360655737705
1608,Unload2,1001803,Field1,Well3,2577.5,2594.5,2579.2,2596.2,16.95,5.06,5.32,УФ,5.06,5.32,песчаник,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
1265,Unload2,1001117,Field8,Well14,2799.0,2817.0,2800.1,2818.1,17.78,2.97,3.41,УФ,2.86,3.41,известняк,сильнокарбонатный,частично разрушен,не опред.,0,1.3698360655737705
2152,Unload2,1002893,Field1,Well1,2715.0,2727.0,0.0,0.0,11.7,7.04,7.76,УФ,7.04,8.0,карбонатно-кремнистая порода,среднекарбонатный,частично разрушен,битуминозный,2,19.70754716981132
3171,Unload2,1004935,Field2,Well10,2960.0,2977.0,2941.7,2958.7,16.96,3.74,3.98,УФ,3.74,4.155,песчаник,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
2695,Unload2,1003979,Field2,Well2,2893.0,2905.0,2895.0,2907.0,11.54,1.0,1.99,УФ,0.0,5.22,глинисто-кремнистая порода,с карбонатными обломками или конкрециями,частично разрушен,битуминозный,2,19.70754716981132
1556,Unload2,1001699,Field1,Well3,2310.0,2327.0,2312.1,2329.1,16.93,14.94,15.94,УФ,12.63,16.93,песчаник,с карбонатными обломками или конкрециями,не разрушен,не опред.,0,1.3698360655737705
1987,Unload2,1002563,Field1,Well1,2383.0,2401.0,2383.4,2401.4,17.85,7.97,8.93,УФ,0.0,17.85,аргиллит,не карбонатный,разрушен,не опред.,0,1.3698360655737705
1140,Unload2,1000867,Field3,Well8,969.2,976.2,967.5,974.5,6.17,1.79,2.33,УФ,1.7,2.33,песчаник,не карбонатный,частично разрушен,нефтенасыщенные,1,9.367713004484305
684,Unload1,1001625,Field3,Well9,848.0,853.0,848.7,853.7,4.2,3.3,3.34,УФ,3.1,3.34,песчаник,не карбонатный,частично разрушен,нефтенасыщенные,1,9.367713004484305
2876,Unload2,1004343,Field2,Well5,2727.0,2736.0,2724.6,2733.6,8.89,7.9,8.89,УФ,0.0,8.89,аргиллит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
348,Unload1,1000811,Field5,Well6,3179.0,3188.2,3178.5,3187.7,8.97,0.0,0.59,УФ,0.0,0.59,песчаник,сильнокарбонатный,не разрушен,не опред.,0,1.3698360655737705
223,Unload1,1000561,Field5,Well6,3106.2,3115.4,3105.7,3114.9,9.09,4.5,4.79,УФ,4.5,4.79,алевролит,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
1664,Unload2,1001915,Field1,Well3,2621.0,2638.0,2624.0,2641.0,16.85,7.08,7.55,УФ,7.08,7.55,песчаник,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
1387,Unload2,1001361,Field1,Well7,2568.0,2586.0,2581.1,2599.1,12.0,1.0,1.72,УФ,0.37,1.72,песчаник,не карбонатный,частично разрушен,нефтенасыщенные,1,9.367713004484305
2794,Unload2,1004179,Field2,Well2,2982.0,2994.0,2982.7,2994.7,11.96,9.11,9.91,УФ,9.11,9.91,переслаивание песчаника и алевролита,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
3000,Unload2,1004591,Field2,Well5,2951.0,2960.0,2950.1,2959.1,8.98,1.53,2.01,УФ,1.53,2.18,песчаник,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
1640,Unload2,1001867,Field1,Well3,2594.5,2611.5,2596.2,2613.2,16.98,8.99,9.99,УФ,6.28,13.96,алевролит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
2238,Unload2,1003065,Field1,Well1,2870.0,2882.0,2873.2,2885.2,11.95,6.28,6.82,УФ,6.28,6.82,алевролит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
1890,Unload2,1002369,Field1,Well1,2279.0,2297.0,2279.4,2297.4,17.86,15.85,16.86,УФ,15.45,17.86,песчаник,не карбонатный,частично разрушен,нефтенасыщенные,1,9.367713004484305
3038,Unload2,1004667,Field2,Well5,2960.0,2976.0,2959.4,2975.4,15.97,14.77,14.99,УФ,14.77,15.35,песчаник,с карбонатными обломками или конкрециями,не разрушен,не опред.,0,1.3698360655737705
846,Unload2,1000279,Field4,Well4,2822.0,2838.0,2821.4,2837.4,15.87,12.95,13.22,УФ,12.08,13.22,песчаник,сильнокарбонатный,не разрушен,не опред.,0,1.3698360655737705
1102,Unload2,1000791,Field3,Well8,942.2,951.2,940.5,949.5,9.0,7.06,7.43,УФ,6.11,7.43,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,продукт,3,20.89
2181,Unload2,1002951,Field1,Well1,2772.0,2784.0,2775.8,2787.8,11.87,7.89,8.89,УФ,7.8,11.87,алевролит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
283,Unload1,1000681,Field5,Well6,3124.6,3142.76,3124.1,3142.26,17.82,16.12,16.78,УФ,16.12,17.38,песчаник,с примесью,не разрушен,не опред.,0,1.3698360655737705
2410,Unload2,1003409,Field1,Well1,3102.0,3114.0,3104.7,3116.7,12.0,5.02,5.62,УФ,4.31,5.62,аргиллит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
896,Unload2,1000379,Field4,Well4,2898.0,2915.0,2900.5,2917.5,16.91,2.96,3.16,УФ,2.96,3.16,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1,9.367713004484305
105,Unload1,1000211,Field6,Well11,2191.02,2198.0,2192.52,2199.5,6.98,2.0,3.0,УФ,0.0,4.12,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1,9.367713004484305
1549,Unload2,1001685,Field1,Well3,2310.0,2327.0,2312.1,2329.1,16.93,9.61,9.92,УФ,9.61,12.63,алевролит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
2308,Unload2,1003205,Field1,Well1,2926.0,2938.0,2928.6,2940.6,10.65,7.97,8.59,УФ,6.84,8.59,песчаник,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
179,Unload1,1000473,Field5,Well6,3065.78,3074.88,3067.78,3076.88,9.0,7.29,7.9,УФ,7.29,9.0,песчаник,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0,1.3698360655737705
112,Unload1,1000339,Field5,Well6,3030.0,3038.25,3032.0,3040.25,8.24,1.0,1.99,УФ,0.0,2.41,песчаник,с карбонатными обломками или конкрециями,не разрушен,не опред.,0,1.3698360655737705
2087,Unload2,1002763,Field1,Well1,2620.0,2638.0,2623.2,2641.2,18.0,10.99,11.99,УФ,9.01,14.02,"пересл. песчаника, алевролита и глин",пятнисто карбонатный,частично разрушен,не опред.,0,1.3698360655737705
1569,Unload2,1001725,Field1,Well3,2327.0,2335.5,2329.1,2337.6,8.5,8.03,8.5,УФ,6.88,8.5,алевролит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
3193,Unload2,1004979,Field2,Well10,2977.0,2989.5,2960.9,2973.4,12.5,1.0,2.0,УФ,0.0,4.0,песчаник,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
2744,Unload2,1004077,Field2,Well2,2924.0,2936.0,2926.0,2938.0,11.39,4.96,5.95,УФ,3.16,10.77,кремнистая порода,с карбонатными обломками или конкрециями,частично разрушен,битуминозный,2,19.70754716981132
2155,Unload2,1002899,Field1,Well1,2715.0,2727.0,0.0,0.0,11.7,8.73,9.71,УФ,8.73,11.39,глинисто-кремнистая порода,с карбонатными обломками или конкрециями,не разрушен,битуминозный,2,19.70754716981132
2894,Unload2,1004379,Field2,Well5,2745.0,2763.0,2742.6,2760.6,17.85,5.94,6.94,УФ,0.0,17.85,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0,1.3698360655737705
2193,Unload2,1002975,Field1,Well1,2784.0,2796.0,2787.8,2799.8,11.88,3.97,4.49,УФ,3.26,4.49,алевролит,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
2163,Unload2,1002915,Field1,Well1,2727.0,2736.0,2727.0,2736.0,8.97,3.04,3.53,УФ,3.04,3.53,глинисто-кремнистая порода,не карбонатный,частично разрушен,битуминозный,2,19.70754716981132
2417,Unload2,1003423,Field1,Well1,3102.0,3114.0,3104.7,3116.7,12.0,9.01,9.18,УФ,8.64,9.18,песчаник,с примесью,частично разрушен,не опред.,0,1.3698360655737705
2510,Unload2,1003609,Field2,Well2,2771.2,2788.3,2775.2,2792.3,17.1,10.04,10.93,УФ,10.04,11.64,алевролит,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
2757,Unload2,1004103,Field2,Well2,2970.0,2982.0,2970.7,2982.7,11.98,1.99,2.99,УФ,0.29,3.07,алевролит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
1975,Unload2,1002539,Field1,Well1,2365.0,2383.0,2365.4,2383.4,17.9,13.92,14.9,УФ,0.0,17.9,аргиллит,с карбонатными обломками или конкрециями,разрушен,не опред.,0,1.3698360655737705
304,Unload1,1000723,Field5,Well6,3142.76,3161.0,3142.26,3160.5,18.15,8.94,9.87,УФ,8.62,9.87,песчаник,слабокарбонатный,не разрушен,не опред.,0,1.3698360655737705
738,Unload2,1000063,Field4,Well4,2692.0,2710.0,2691.5,2709.5,17.87,8.77,8.96,УФ,8.77,9.14,пересл. аргиллита и алевролита,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
74,Unload1,1000149,Field6,Well11,1996.26,2002.26,1997.46,2003.46,6.0,5.0,5.24,УФ,4.96,5.24,песчаник,не карбонатный,не разрушен,слабо нефтенасыщенные,5,59.68571428571428
1572,Unload2,1001731,Field1,Well3,2520.0,2537.0,2521.8,2538.8,16.62,2.0,3.0,УФ,0.0,16.62,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0,1.3698360655737705
2437,Unload2,1003463,Field2,Well2,2714.6,2727.8,2719.0,2732.2,13.19,9.11,10.09,УФ,0.0,13.19,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0,1.3698360655737705
2742,Unload2,1004073,Field2,Well2,2924.0,2936.0,2926.0,2938.0,11.39,4.01,4.72,УФ,3.16,10.77,кремнистая порода,с карбонатными обломками или конкрециями,частично разрушен,битуминозный,2,19.70754716981132
3084,Unload2,1004759,Field2,Well5,3220.0,3234.0,3218.5,3232.5,6.92,5.96,6.09,УФ,4.83,6.09,песчаник,пятнисто карбонатный,не разрушен,не опред.,0,1.3698360655737705
495,Unload1,1001247,Field3,Well12,3222.0,3231.5,3223.2,3232.7,9.5,4.0,4.99,УФ,0.0,9.5,алевролит,слабокарбонатный,не разрушен,не опред.,0,1.3698360655737705
2381,Unload2,1003351,Field1,Well1,3091.0,3102.0,3093.7,3104.7,10.34,0.31,0.99,УФ,0.31,3.11,аргиллит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
1578,Unload2,1001743,Field1,Well3,2520.0,2537.0,2521.8,2538.8,16.62,7.98,8.98,УФ,0.0,16.62,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0,1.3698360655737705
2734,Unload2,1004057,Field2,Well2,2912.0,2924.0,2914.0,2926.0,11.51,10.52,11.51,УФ,6.83,11.51,кремнистая порода,не карбонатный,частично разрушен,битуминозный,2,19.70754716981132
1562,Unload2,1001711,Field1,Well3,2327.0,2335.5,2329.1,2337.6,8.5,3.44,4.01,УФ,3.44,6.4,переслаивание песчаника и алевролита,с карбонатными обломками или конкрециями,не разрушен,не опред.,0,1.3698360655737705
3162,Unload2,1004917,Field2,Well10,2585.3,2602.3,2585.9,2602.9,17.0,14.97,15.97,УФ,7.58,17.0,аргиллит,не карбонатный,разрушен,не опред.,0,1.3698360655737705
1816,Unload2,1002219,Field1,Well3,2826.0,2838.0,2829.8,2841.8,11.97,7.3,7.53,УФ,7.3,7.53,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,не опред.,0,1.3698360655737705
1537,Unload2,1001661,Field1,Well3,2310.0,2327.0,2312.1,2329.1,16.93,2.46,2.82,УФ,2.46,2.82,песчаник,среднекарбонатный,не разрушен,не опред.,0,1.3698360655737705
1211,Unload2,1001009,Field9,Well5,1886.0,1898.0,1884.4,1896.4,11.75,10.22,10.87,УФ,10.22,11.75,аргиллит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
2626,Unload2,1003841,Field2,Well2,2839.3,2857.0,2843.3,2861.0,17.7,1.21,2.18,УФ,0.0,2.18,песчаник,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
2051,Unload2,1002691,Field1,Well1,2573.0,2591.0,2575.4,2593.4,18.0,3.98,4.98,УФ,3.12,10.37,алевролит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
2721,Unload2,1004031,Field2,Well2,2912.0,2924.0,2914.0,2926.0,11.51,0.6,0.68,УФ,0.0,0.68,кремнистая порода,с карбонатными обломками или конкрециями,частично разрушен,битуминозный,2,19.70754716981132
2994,Unload2,1004579,Field2,Well5,2940.0,2951.0,2938.1,2949.1,10.97,10.55,10.97,УФ,10.55,10.97,алевролит,не карбонатный,не разрушен,не опред.,0,1.3698360655737705
2379,Unload2,1003347,Field1,Well1,3074.0,3086.0,3077.8,3089.8,7.99,7.13,7.99,УФ,7.13,7.99,аргиллит,не карбонатный,частично разрушен,не опред.,0,1.3698360655737705
2439,Unload2,1003467,Field2,Well2,2714.6,2727.8,2719.0,2732.2,13.19,11.11,12.15,УФ,0.0,13.19,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0,1.3698360655737705
