,Folder,Id,Field,Well,CoringTop,CoringDown,CoringTopBind,CoringDownBind,CoreRecovery,PhotoTop,PhotoDown,PhotoType,LayerTop,LayerDown,Rock,Carbonate,Ruin,Saturation,class
1501,Unload2,1000087,Field4,Well4,2692.0,2710.0,2691.5,2709.5,17.87,11.74,11.89,УФ,11.74,11.89,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,не опред.,0
1503,Unload2,1000089,Field4,Well4,2692.0,2710.0,2691.5,2709.5,17.87,11.89,11.94,УФ,11.89,12.6,песчаник,с карбонатными обломками или конкрециями,не разрушен,не опред.,0
1505,Unload2,1000091,Field4,Well4,2692.0,2710.0,2691.5,2709.5,17.87,11.94,12.6,УФ,11.89,12.6,песчаник,с карбонатными обломками или конкрециями,не разрушен,не опред.,0
1507,Unload2,1000093,Field4,Well4,2692.0,2710.0,2691.5,2709.5,17.87,12.6,12.93,УФ,12.6,14.03,песчаник,слабокарбонатный,не разрушен,не опред.,0
1509,Unload2,1000095,Field4,Well4,2692.0,2710.0,2691.5,2709.5,17.87,12.93,13.92,УФ,12.6,14.03,песчаник,слабокарбонатный,не разрушен,не опред.,0
1511,Unload2,1000097,Field4,Well4,2692.0,2710.0,2691.5,2709.5,17.87,13.92,14.03,УФ,12.6,14.03,песчаник,слабокарбонатный,не разрушен,не опред.,0
1513,Unload2,1000099,Field4,Well4,2692.0,2710.0,2691.5,2709.5,17.87,14.03,14.92,УФ,14.03,15.18,песчаник,пятнисто карбонатный,не разрушен,не опред.,0
1515,Unload2,1000101,Field4,Well4,2692.0,2710.0,2691.5,2709.5,17.87,14.92,15.18,УФ,14.03,15.18,песчаник,пятнисто карбонатный,не разрушен,не опред.,0
1517,Unload2,1000103,Field4,Well4,2692.0,2710.0,2691.5,2709.5,17.87,15.18,15.68,УФ,15.18,15.68,песчаник,не карбонатный,не разрушен,не опред.,0
1519,Unload2,1000105,Field4,Well4,2692.0,2710.0,2691.5,2709.5,17.87,15.68,15.92,УФ,15.68,15.94,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,не опред.,0
1521,Unload2,1000107,Field4,Well4,2692.0,2710.0,2691.5,2709.5,17.87,15.92,15.94,УФ,15.68,15.94,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,не опред.,0
1523,Unload2,1000109,Field4,Well4,2692.0,2710.0,2691.5,2709.5,17.87,15.94,16.92,УФ,15.94,17.03,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,не опред.,0
1525,Unload2,1000111,Field4,Well4,2692.0,2710.0,2691.5,2709.5,17.87,16.92,17.03,УФ,15.94,17.03,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,не опред.,0
1527,Unload2,1000113,Field4,Well4,2692.0,2710.0,2691.5,2709.5,17.87,17.03,17.87,УФ,17.03,17.87,песчаник,пятнисто карбонатный,не разрушен,не опред.,0
1529,Unload2,1000115,Field4,Well4,2710.0,2728.0,2709.5,2727.5,17.98,0.0,0.15,УФ,0.0,0.15,песчаник,не карбонатный,не разрушен,не опред.,0
1531,Unload2,1000117,Field4,Well4,2710.0,2728.0,2709.5,2727.5,17.98,0.15,0.75,УФ,0.15,0.75,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,не опред.,0
1533,Unload2,1000119,Field4,Well4,2710.0,2728.0,2709.5,2727.5,17.98,0.75,0.98,УФ,0.75,6.71,песчаник,пятнисто карбонатный,не разрушен,не опред.,0
1535,Unload2,1000121,Field4,Well4,2710.0,2728.0,2709.5,2727.5,17.98,0.98,1.98,УФ,0.75,6.71,песчаник,пятнисто карбонатный,не разрушен,не опред.,0
1537,Unload2,1000123,Field4,Well4,2710.0,2728.0,2709.5,2727.5,17.98,1.98,2.98,УФ,0.75,6.71,песчаник,пятнисто карбонатный,не разрушен,не опред.,0
1539,Unload2,1000125,Field4,Well4,2710.0,2728.0,2709.5,2727.5,17.98,2.98,3.98,УФ,0.75,6.71,песчаник,пятнисто карбонатный,не разрушен,не опред.,0
1541,Unload2,1000127,Field4,Well4,2710.0,2728.0,2709.5,2727.5,17.98,3.98,4.99,УФ,0.75,6.71,песчаник,пятнисто карбонатный,не разрушен,не опред.,0
1543,Unload2,1000129,Field4,Well4,2710.0,2728.0,2709.5,2727.5,17.98,4.99,5.99,УФ,0.75,6.71,песчаник,пятнисто карбонатный,не разрушен,не опред.,0
1545,Unload2,1000131,Field4,Well4,2710.0,2728.0,2709.5,2727.5,17.98,5.99,6.71,УФ,0.75,6.71,песчаник,пятнисто карбонатный,не разрушен,не опред.,0
1547,Unload2,1000133,Field4,Well4,2710.0,2728.0,2709.5,2727.5,17.98,6.71,6.99,УФ,6.71,8.39,песчаник,не карбонатный,не разрушен,не опред.,0
1549,Unload2,1000135,Field4,Well4,2710.0,2728.0,2709.5,2727.5,17.98,6.99,7.99,УФ,6.71,8.39,песчаник,не карбонатный,не разрушен,не опред.,0
1551,Unload2,1000137,Field4,Well4,2710.0,2728.0,2709.5,2727.5,17.98,7.99,8.39,УФ,6.71,8.39,песчаник,не карбонатный,не разрушен,не опред.,0
1553,Unload2,1000139,Field4,Well4,2710.0,2728.0,2709.5,2727.5,17.98,8.39,8.99,УФ,8.39,9.41,пересл. аргиллита и алевролита,не карбонатный,не разрушен,не опред.,0
1555,Unload2,1000141,Field4,Well4,2710.0,2728.0,2709.5,2727.5,17.98,8.99,9.41,УФ,8.39,9.41,пересл. аргиллита и алевролита,не карбонатный,не разрушен,не опред.,0
1557,Unload2,1000143,Field4,Well4,2710.0,2728.0,2709.5,2727.5,17.98,9.41,9.98,УФ,9.41,17.04,песчаник,не карбонатный,не разрушен,не опред.,0
1559,Unload2,1000145,Field4,Well4,2710.0,2728.0,2709.5,2727.5,17.98,9.98,10.97,УФ,9.41,17.04,песчаник,не карбонатный,не разрушен,не опред.,0
1561,Unload2,1000147,Field4,Well4,2710.0,2728.0,2709.5,2727.5,17.98,10.97,11.97,УФ,9.41,17.04,песчаник,не карбонатный,не разрушен,не опред.,0
1563,Unload2,1000149,Field4,Well4,2710.0,2728.0,2709.5,2727.5,17.98,11.97,12.97,УФ,9.41,17.04,песчаник,не карбонатный,не разрушен,не опред.,0
1565,Unload2,1000151,Field4,Well4,2710.0,2728.0,2709.5,2727.5,17.98,12.97,13.97,УФ,9.41,17.04,песчаник,не карбонатный,не разрушен,не опред.,0
1567,Unload2,1000153,Field4,Well4,2710.0,2728.0,2709.5,2727.5,17.98,13.97,14.96,УФ,9.41,17.04,песчаник,не карбонатный,не разрушен,не опред.,0
1569,Unload2,1000155,Field4,Well4,2710.0,2728.0,2709.5,2727.5,17.98,14.96,15.96,УФ,9.41,17.04,песчаник,не карбонатный,не разрушен,не опред.,0
1571,Unload2,1000157,Field4,Well4,2710.0,2728.0,2709.5,2727.5,17.98,15.96,16.97,УФ,9.41,17.04,песчаник,не карбонатный,не разрушен,не опред.,0
1573,Unload2,1000159,Field4,Well4,2710.0,2728.0,2709.5,2727.5,17.98,16.97,17.04,УФ,9.41,17.04,песчаник,не карбонатный,не разрушен,не опред.,0
1575,Unload2,1000161,Field4,Well4,2710.0,2728.0,2709.5,2727.5,17.98,17.04,17.98,УФ,17.04,17.98,пересл. аргиллита и алевролита,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
1577,Unload2,1000163,Field4,Well4,2728.0,2743.0,2727.5,2742.5,14.92,0.0,0.96,УФ,0.0,0.97,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,не опред.,0
1579,Unload2,1000165,Field4,Well4,2728.0,2743.0,2727.5,2742.5,14.92,0.96,0.97,УФ,0.0,0.97,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,не опред.,0
1581,Unload2,1000167,Field4,Well4,2728.0,2743.0,2727.5,2742.5,14.92,0.97,1.43,УФ,0.97,1.43,песчаник,не карбонатный,не разрушен,нефтенасыщенные,1
1583,Unload2,1000169,Field4,Well4,2728.0,2743.0,2727.5,2742.5,14.92,1.43,1.75,УФ,1.43,1.75,песчаник,не карбонатный,не разрушен,пятнисто нефтенасыщенные,4
1585,Unload2,1000171,Field4,Well4,2728.0,2743.0,2727.5,2742.5,14.92,1.75,1.96,УФ,1.75,2.14,песчаник,не карбонатный,не разрушен,пятнисто нефтенасыщенные,4
1587,Unload2,1000173,Field4,Well4,2728.0,2743.0,2727.5,2742.5,14.92,1.96,2.14,УФ,1.75,2.14,песчаник,не карбонатный,не разрушен,пятнисто нефтенасыщенные,4
1589,Unload2,1000175,Field4,Well4,2728.0,2743.0,2727.5,2742.5,14.92,2.14,2.96,УФ,2.14,3.18,песчаник,не карбонатный,не разрушен,не опред.,0
1591,Unload2,1000177,Field4,Well4,2728.0,2743.0,2727.5,2742.5,14.92,2.96,3.18,УФ,2.14,3.18,песчаник,не карбонатный,не разрушен,не опред.,0
1593,Unload2,1000179,Field4,Well4,2728.0,2743.0,2727.5,2742.5,14.92,3.18,3.52,УФ,3.18,3.52,песчаник,не карбонатный,не разрушен,не опред.,0
1595,Unload2,1000181,Field4,Well4,2728.0,2743.0,2727.5,2742.5,14.92,3.52,3.76,УФ,3.52,3.76,песчаник,не карбонатный,не разрушен,не опред.,0
1597,Unload2,1000183,Field4,Well4,2728.0,2743.0,2727.5,2742.5,14.92,3.76,3.96,УФ,3.76,4.63,песчаник,не карбонатный,не разрушен,не опред.,0
1599,Unload2,1000185,Field4,Well4,2728.0,2743.0,2727.5,2742.5,14.92,3.96,4.63,УФ,3.76,4.63,песчаник,не карбонатный,не разрушен,не опред.,0
1601,Unload2,1000187,Field4,Well4,2728.0,2743.0,2727.5,2742.5,14.92,4.63,4.96,УФ,4.63,14.92,песчаник,с карбонатными обломками или конкрециями,не разрушен,не опред.,0
1603,Unload2,1000189,Field4,Well4,2728.0,2743.0,2727.5,2742.5,14.92,4.96,5.94,УФ,4.63,14.92,песчаник,с карбонатными обломками или конкрециями,не разрушен,не опред.,0
1605,Unload2,1000191,Field4,Well4,2728.0,2743.0,2727.5,2742.5,14.92,5.94,6.94,УФ,4.63,14.92,песчаник,с карбонатными обломками или конкрециями,не разрушен,не опред.,0
1607,Unload2,1000193,Field4,Well4,2728.0,2743.0,2727.5,2742.5,14.92,6.94,7.93,УФ,4.63,14.92,песчаник,с карбонатными обломками или конкрециями,не разрушен,не опред.,0
1609,Unload2,1000195,Field4,Well4,2728.0,2743.0,2727.5,2742.5,14.92,7.93,8.93,УФ,4.63,14.92,песчаник,с карбонатными обломками или конкрециями,не разрушен,не опред.,0
1611,Unload2,1000197,Field4,Well4,2728.0,2743.0,2727.5,2742.5,14.92,8.93,9.94,УФ,4.63,14.92,песчаник,с карбонатными обломками или конкрециями,не разрушен,не опред.,0
1613,Unload2,1000199,Field4,Well4,2728.0,2743.0,2727.5,2742.5,14.92,9.94,10.92,УФ,4.63,14.92,песчаник,с карбонатными обломками или конкрециями,не разрушен,не опред.,0
1615,Unload2,1000201,Field4,Well4,2728.0,2743.0,2727.5,2742.5,14.92,10.92,11.92,УФ,4.63,14.92,песчаник,с карбонатными обломками или конкрециями,не разрушен,не опред.,0
1617,Unload2,1000203,Field4,Well4,2728.0,2743.0,2727.5,2742.5,14.92,11.92,12.92,УФ,4.63,14.92,песчаник,с карбонатными обломками или конкрециями,не разрушен,не опред.,0
1619,Unload2,1000205,Field4,Well4,2728.0,2743.0,2727.5,2742.5,14.92,12.92,13.92,УФ,4.63,14.92,песчаник,с карбонатными обломками или конкрециями,не разрушен,не опред.,0
1621,Unload2,1000207,Field4,Well4,2728.0,2743.0,2727.5,2742.5,14.92,13.92,14.92,УФ,4.63,14.92,песчаник,с карбонатными обломками или конкрециями,не разрушен,не опред.,0
1623,Unload2,1000209,Field4,Well4,2813.0,2822.0,2812.4,2821.4,8.99,0.0,0.99,УФ,0.0,7.02,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
1625,Unload2,1000211,Field4,Well4,2813.0,2822.0,2812.4,2821.4,8.99,0.99,1.99,УФ,0.0,7.02,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
1627,Unload2,1000213,Field4,Well4,2813.0,2822.0,2812.4,2821.4,8.99,1.99,3.0,УФ,0.0,7.02,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
1629,Unload2,1000215,Field4,Well4,2813.0,2822.0,2812.4,2821.4,8.99,3.0,4.0,УФ,0.0,7.02,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
1631,Unload2,1000217,Field4,Well4,2813.0,2822.0,2812.4,2821.4,8.99,4.0,5.0,УФ,0.0,7.02,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
1633,Unload2,1000219,Field4,Well4,2813.0,2822.0,2812.4,2821.4,8.99,5.0,6.0,УФ,0.0,7.02,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
1635,Unload2,1000221,Field4,Well4,2813.0,2822.0,2812.4,2821.4,8.99,6.0,6.99,УФ,0.0,7.02,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
1637,Unload2,1000223,Field4,Well4,2813.0,2822.0,2812.4,2821.4,8.99,6.99,7.02,УФ,0.0,7.02,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
1639,Unload2,1000225,Field4,Well4,2813.0,2822.0,2812.4,2821.4,8.99,7.02,8.0,УФ,7.02,8.39,алевролит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
